"LotFrontage","MasVnrArea","BsmtUnfSF","LowQualFinSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","Age","SinceReMod","LogSalePrice","LogLotArea","BsmtBath","bath","ExtraRms","TotalBsmtFinsh","X2ndFlr"
80,102,916,0,1872,3,1,1,2,604,197,39,0,0,0,0,0,18,18,12.3946247520748,9.24956108512946,0.5,2,2,929,"0"
69,0,1020,0,1928,4,2,0,1,440,0,60,112,0,0,0,0,96,56,11.8277362048103,9.12063445889169,0,2,3,0,"1"
75,0,1367,0,1375,2,1,1,2,451,0,30,0,0,0,0,0,52,52,11.8493977015914,9.33344256911017,0,1,2,0,"0"
72,101,840,0,1668,3,1,0,2,500,144,68,0,0,0,0,0,4,4,12.1007121298723,9.33406129896594,0,2.5,4,0,"1"
55,0,728,0,1306,3,1,0,0,0,263,0,0,0,0,0,450,70,44,11.2450460198146,8.58485183989005,0,1,2,0,"0"
44,481,0,0,1625,2,1,1,2,538,123,0,0,0,153,0,0,1,0,12.3673407931263,8.46589989702869,1.5,2,2,1573,"0"
65,0,798,0,1640,3,1,0,2,520,138,45,0,0,0,0,0,4,4,12.0610468734799,9.03193115200214,0,2.5,2,0,"1"
85,108,452,0,1302,3,1,0,1,309,333,0,0,0,0,0,0,43,16,11.9703503120091,9.14313162228273,0.5,2,3,850,"0"
70,0,392,0,1314,3,1,0,1,294,250,0,0,0,0,0,0,53,53,11.8844890214027,9.03598698483141,1,1,1,922,"0"
66,302,975,0,2291,4,1,1,2,429,192,0,0,0,0,0,0,7,7,12.3458345879053,9.07543660951138,0,2.5,3,0,"1"
64,0,361,0,1728,3,1,0,2,673,216,56,0,0,0,0,0,5,5,12.2428866186529,9.08148374985118,0,2.5,3,503,"1"
68,180,270,0,1604,3,1,1,2,660,123,110,0,0,0,0,0,3,3,12.3013828253345,9.08409664540193,1,2.5,4,1334,"0"
80,172,602,0,1792,3,1,1,2,564,0,96,0,245,0,0,0,7,7,12.3523351525084,9.4282703562375,0,2.5,3,361,"1"
70,0,0,0,882,2,1,0,1,308,0,45,0,0,0,0,0,52,52,11.4824662574855,9.44951474036292,0,1,1,0,"0"
120,399,0,0,1382,3,1,1,2,884,0,0,252,0,0,0,0,47,47,12.0782392740203,9.86765309952691,1,1,2,1362,"0"
69,270,1482,0,2574,3,1,1,3,868,0,148,0,0,0,0,0,0,0,12.5281561446993,9.16826759555427,0,2.5,6,0,"1"
88,46,0,0,1212,3,1,1,2,492,292,12,0,0,0,0,0,29,11,11.9250351157971,9.04440384443155,1,1,2,506,"0"
50,0,0,390,1316,3,1,0,2,484,0,0,0,0,0,0,0,81,9,11.7752897294377,8.61250337122056,1,1,2,926,"0"
30,0,680,0,764,2,1,0,2,504,0,0,0,0,0,0,0,83,4,11.1982147201305,8.56254889313703,0,1,1,0,"0"
78,210,606,0,1422,3,1,1,2,576,276,0,0,0,0,0,0,27,27,12.0753943218881,9.40013394360884,0,2,3,816,"0"
70,0,88,0,1511,3,1,1,2,413,95,75,0,0,0,0,0,9,9,12.1281111040605,9.32429386205203,1,2.5,4,714,"1"
60,0,342,420,2192,4,1,1,1,240,262,24,0,0,0,0,0,69,11,12.0979304869105,9.03598698483141,0,2.5,3,378,"1"
71,0,212,0,778,2,1,1,1,924,0,25,0,0,0,0,0,68,53,11.6994050319128,8.83927669058535,0,1,1,528,"0"
84,0,1095,0,1939,3,1,1,3,1053,192,51,0,0,0,0,0,0,0,12.4912515877638,9.28061242496151,0,2.5,4,0,"1"
73,0,96,0,1363,2,1,2,2,439,81,0,0,0,0,0,0,54,3,12.3946247520748,10.5739800425313,1,1,2,1289,"0"
92,348,628,0,2270,4,1,1,3,671,132,57,0,0,0,0,0,11,3,12.5776362019627,9.37279929967389,0,2.5,4,524,"1"
80,183,0,0,1632,3,1,1,1,338,289,0,0,0,0,0,0,51,21,11.8422292121128,9.16951837745593,1,2,2,1240,"0"
76,0,270,0,816,2,1,0,1,264,168,0,0,0,0,0,0,25,25,11.7320609948869,9.02569611981258,0,1,2,546,"0"
55,0,952,0,1548,3,1,0,2,672,74,0,0,0,144,0,0,84,2,12.2307652581205,8.89068592028113,0,2.5,1,0,"1"
129,0,1560,0,1560,3,1,0,2,573,100,150,0,0,0,0,0,7,7,12.2110601870412,9.12652388588307,0,2,3,0,"0"
140,0,744,0,864,2,1,0,2,400,0,0,0,0,0,0,0,59,59,11.8565151693603,9.85943116633921,0,1,1,120,"0"
107,315,2121,0,2121,3,1,1,3,732,124,98,0,0,142,0,0,1,0,12.9367516138114,9.57844969354058,0,2.5,4,0,"0"
83,299,768,0,2022,4,1,1,2,505,288,117,0,0,0,0,0,31,31,12.1652506510099,9.21084024701783,0,2.5,3,392,"1"
82,340,386,0,1982,3,1,1,2,575,0,84,0,196,0,0,0,18,18,12.3392914893164,9.33140689995563,0,2.5,3,421,"1"
60,68,357,0,1262,2,1,0,2,572,0,120,0,0,0,0,0,0,0,12.1281111040605,8.88183630500415,0,2,2,905,"0"
34,166,410,0,1314,2,1,1,2,626,172,62,0,0,0,0,0,2,1,12.2428866186529,8.52971447196991,1,2,3,904,"0"
74,72,1468,0,1468,3,1,1,3,898,210,150,0,0,0,0,0,1,0,12.4073795022352,9.17076759685636,0,2,2,0,"0"
50,0,1145,0,1575,2,1,0,2,529,0,0,52,0,0,0,0,15,15,12.096257779523,8.98869569678571,1,2,2,430,"0"
35,0,625,0,1250,2,1,0,2,528,0,54,0,0,0,0,0,1,0,12.0118809161657,8.35490952835879,0,2.5,2,0,"1"
77,0,312,0,1734,3,1,1,2,440,0,0,0,0,128,0,0,44,25,11.9766594812024,9.18870807184907,0,1.5,3,600,"1"
60,0,698,0,1396,3,1,0,1,384,0,0,0,0,259,0,0,92,4,11.9419443260321,9.07452064883365,0,1,3,0,"1"
120,0,1079,0,1919,3,1,1,2,685,0,51,0,0,0,0,0,0,0,12.3597803701244,9.65573107295667,0,2.5,4,0,"1"
55,0,570,0,1716,6,1,0,0,0,0,184,0,0,0,0,0,96,8,11.8196746001392,8.6459381473068,1,2,2,210,"1"
60,0,476,0,1716,3,1,1,1,281,0,0,0,0,160,0,0,60,1,11.7829526021833,9.34215779659637,0,1.5,4,292,"1"
80,238,131,0,1644,3,1,2,2,418,110,0,0,0,0,0,0,56,56,12.0257490913989,9.16951837745593,1,1,3,1285,"0"
37,0,184,0,1003,3,1,0,2,588,120,0,0,0,0,0,0,22,22,11.8670972786908,8.97929064909088,1,1,2,819,"0"
75,0,490,0,1558,4,1,0,1,282,289,0,0,0,0,0,0,57,57,11.9316357998284,9.52588077255636,0,1.5,1,420,"1"
66,1600,326,0,1950,3,1,1,2,576,0,10,0,0,198,0,0,10,9,12.3842188309136,8.90910013492555,0,2.5,3,649,"1"
90,365,143,0,1743,3,1,1,2,539,224,0,0,0,0,0,0,39,39,12.0725412529057,9.36734412078585,0.5,2,3,559,"1"
80,0,1092,0,1152,3,1,1,1,300,0,36,0,0,0,0,0,59,5,11.9735098722995,9.5468126085974,0.5,1,2,0,"0"
90,56,324,0,1336,2,1,2,1,375,0,0,0,0,0,0,0,53,53,11.9640010843304,9.66459564425378,1,1,2,841,"0"
66,0,747,0,2452,4,1,1,2,683,208,50,0,0,0,0,0,9,8,12.4950039373824,9.69437017295501,0,2.5,4,281,"1"
118,150,1541,0,1541,3,1,1,3,843,468,81,0,0,0,0,0,5,4,12.2307652581205,9.52544304000396,0,2,2,0,"0"
70,0,0,0,894,3,1,0,2,552,256,0,0,0,0,0,0,34,34,11.9177236840907,9.19013766465866,1,1,1,894,"0"
87,0,1470,0,3493,3,1,1,3,870,302,0,0,0,0,0,0,128,6,12.594730635322,9.8193447844237,0,3,6,0,"1"
80,246,536,0,2000,3,1,0,3,888,168,0,0,0,0,0,0,3,2,12.631013530139,9.24821402440426,1,2,4,1464,"0"
116,246,0,0,2243,4,1,1,3,746,127,44,224,0,0,0,0,17,16,12.3238556811866,9.50851718152061,1,2.5,3,700,"1"
90,0,622,0,1944,3,1,3,3,708,208,175,0,0,0,0,0,3,2,12.7938593104323,9.42367598229931,1,2,4,1274,"0"
50,0,292,0,972,2,1,1,1,240,0,0,0,0,0,0,0,61,7,11.7905572015685,8.98719682066197,1,1,2,680,"0"
65,0,286,0,1118,3,1,1,2,410,0,0,0,0,271,0,0,67,56,11.6944133410156,8.96187901267768,1,1,1,507,"1"
150,0,80,0,2036,3,1,2,2,513,0,0,0,0,0,0,0,44,44,12.8346813049525,12.2795321932165,2,2,4,2056,"0"
60,0,712,0,1641,3,1,1,2,546,0,0,234,0,0,0,0,81,16,12.0895388292742,9.16951837745593,0.5,1.5,2,16,"1"
71,0,291,0,1432,3,1,1,2,432,100,51,0,0,0,0,0,5,4,12.1468532858702,8.96123778149188,1,2.5,2,425,"1"
94,278,153,0,2353,4,1,1,2,484,288,195,0,0,0,0,0,29,29,12.4684369099977,9.47308917788275,1,2.5,5,692,"1"
75,0,1088,0,1959,3,1,1,3,1025,208,46,0,0,0,0,0,1,1,12.5061772379805,9.10497985631836,0,2.5,4,0,"1"
90,256,360,0,2646,4,1,1,3,656,340,60,144,0,0,0,0,16,16,12.4684369099977,9.20029003612268,1,2.5,4,987,"1"
111,370,1249,0,2596,4,1,0,3,840,240,154,0,0,0,0,0,0,0,12.7444443677961,9.69640188059556,0,3.5,4,0,"1"
99,388,166,0,2468,4,1,1,3,872,184,154,0,0,0,0,0,3,3,12.7770521921159,9.40087808354148,1,2.5,5,970,"1"
86,172,0,0,2730,4,1,1,2,576,201,96,0,0,0,0,0,21,20,12.614865543731,9.24763615671988,1,2.5,3,1502,"1"
49,0,906,0,1163,3,1,0,1,220,142,98,0,0,0,0,0,51,1,11.7454251112085,8.66905554072548,1,1,2,256,"0"
96,300,710,0,2978,5,1,1,2,564,240,0,0,0,0,0,0,43,3,12.3966930051388,9.33034316437088,0,2.5,5,0,"1"
50,0,604,0,803,2,1,0,2,360,0,0,244,0,0,0,0,66,57,11.3736633976367,8.51719319141624,0,1,2,116,"0"
32,0,100,0,1719,1,1,2,2,473,122,30,0,0,0,0,0,15,15,12.6884987947745,9.29155162740101,2,1.5,4,1619,"0"
80,175,818,0,1383,3,1,0,1,292,0,45,0,0,0,0,0,46,46,11.8862116747142,9.35876037709446,0,1.5,3,565,"0"
60,0,596,0,1192,3,1,0,1,189,0,0,137,0,0,0,0,89,59,11.2644641056717,8.76436572052981,0,1,2,0,"1"
70,0,210,0,1056,3,1,0,1,308,0,0,0,0,0,0,0,49,15,11.8422292121128,9.00895831244349,1,1,2,846,"0"
85,296,1603,0,1629,3,1,1,3,880,0,0,0,0,0,0,0,6,5,12.5567295171433,9.27378454453272,1,2,3,1603,"0"
59,146,638,0,1358,2,1,1,2,484,192,30,0,0,0,0,0,4,4,12.2404740722475,9.01164550106428,1,2,3,720,"0"
59,0,115,0,1638,3,1,2,2,472,100,38,0,0,0,0,0,10,10,12.1652506510099,9.10963566785455,1,2.5,3,828,"1"
86,200,673,0,1922,3,1,1,3,676,178,51,0,0,0,0,0,2,1,12.8411298019654,9.5579644803945,1,2,4,1249,"0"
70,113,726,0,1536,3,1,0,2,532,192,74,0,0,0,0,0,6,5,12.273731294004,9.11986846881211,1,2,3,810,"0"
91,0,995,0,1621,3,1,0,2,440,108,45,0,0,0,0,400,22,8,12.2184951655287,9.55711648373567,1,2,4,213,"0"
66,176,630,0,1215,3,1,0,1,297,0,0,0,0,234,0,0,51,11,11.9511803959014,9.42545175159313,0,1,2,585,"0"
85,0,967,0,1908,4,1,0,2,431,135,0,0,0,0,0,0,8,8,12.2204685258139,9.56036323983454,0,2.5,4,0,"1"
60,0,721,0,841,2,1,0,1,294,250,0,24,0,0,0,0,59,59,11.3144745262464,9.03598698483141,0,1,1,0,"0"
63,616,1656,0,1684,2,1,1,2,564,495,72,0,0,0,0,0,3,3,12.4912515877638,9.08805973726735,0,2,3,28,"0"
36,0,175,0,1112,3,1,0,1,336,182,0,0,0,0,0,0,34,34,11.3504065354725,7.86018505747217,0,1.5,0,361,"1"
65,0,972,0,1577,3,1,1,1,312,0,0,0,0,0,0,0,67,56,11.8508252535826,8.76950712003023,0,1,2,0,"1"
36,106,191,0,1626,2,1,0,2,474,0,27,0,0,0,0,0,5,4,11.9447078813958,7.80302664363222,1,2.5,3,573,"1"
56,870,438,0,2728,4,1,2,3,706,0,0,0,0,0,0,0,1,0,12.9880408147445,9.92480863423981,1,2.5,5,1410,"1"
68,362,1869,0,1869,2,1,1,2,617,210,54,0,0,0,0,0,0,0,12.6699984672658,8.96443983353936,0,2,3,0,"0"
60,0,0,0,1111,3,1,0,1,200,48,0,0,0,0,0,0,67,58,11.4616321705827,9.11426990322545,0.5,1,1,616,"1"
60,0,624,0,720,2,1,0,2,484,106,0,0,0,0,0,0,82,7,11.5702505315895,9.05017161982336,0,1,2,0,"0"
60,0,552,0,1595,2,1,2,1,240,0,0,108,0,0,0,0,66,6,11.8493977015914,9.03598698483141,0,1,3,388,"1"
105,0,322,0,1200,3,1,0,2,521,0,26,0,0,0,0,0,12,12,12.0867258878976,9.32803451479283,1,2,2,878,"0"
44,0,268,0,1142,3,1,1,2,528,536,90,0,0,0,0,0,31,31,11.805595078933,8.3485378253861,1,1.5,2,874,"0"
92,120,468,0,1352,3,1,0,1,288,168,0,294,0,0,0,0,48,48,11.7752897294377,8.84361509218395,0.5,1,2,594,"0"
78,530,130,0,1924,3,1,1,2,592,208,75,0,0,374,0,0,8,8,12.5425448821514,9.39357817555449,1,2.5,3,956,"1"
64,500,0,0,1922,4,1,1,2,672,0,0,177,0,0,0,0,6,6,12.1985443791094,8.89576660405609,0,3,2,0,"1"
21,510,321,0,987,2,1,0,1,264,250,0,0,0,0,0,0,37,2,11.6784399034478,7.4265490723973,0,1.5,2,162,"1"
59,0,216,0,1344,3,1,0,1,468,0,128,218,0,0,0,0,89,12,11.8981878657609,9.27706400401909,0,1,2,456,"1"
101,305,728,0,1431,3,1,1,1,296,64,110,0,0,0,0,0,46,46,12.0137007528827,9.12150915826957,0.5,1,2,371,"0"
78,200,728,0,1268,2,1,1,1,244,0,98,0,0,0,0,0,56,56,11.7905572015685,8.96187901267768,0,1,4,540,"0"
80,0,0,0,1588,4,1,1,2,680,0,59,0,0,0,0,0,49,49,11.8088137739691,9.74800264969573,0,2,2,0,"1"
50,0,0,0,752,2,1,0,1,264,353,0,0,0,90,0,0,26,26,11.7360690162844,8.87835804062782,1,1,1,744,"0"
79,0,0,0,1319,3,1,0,1,270,66,0,0,0,0,0,0,56,56,11.7199396343546,9.27181169406428,1,1,1,608,"0"
65,0,847,0,1928,4,1,1,2,434,100,48,0,0,0,0,0,4,3,12.2991075114974,9.01188943325234,0,2.5,3,0,"1"
57,0,572,0,914,2,1,0,2,576,0,0,0,0,0,0,0,10,10,11.9049675527463,9.08772065842827,0,1,2,298,"0"
102,0,1580,0,2466,4,1,1,2,610,159,214,0,0,0,0,0,3,2,12.7367008965923,9.31856677704705,0,3,3,0,"1"
88,350,411,0,1856,1,1,1,3,834,113,0,0,0,0,0,0,0,0,12.8852020343219,9.34084218004034,1,1.5,6,1445,"0"
60,16,982,0,1800,3,1,1,2,463,100,63,0,0,0,0,0,9,9,12.0951410848229,9.00245482305095,0,2.5,3,0,"1"
50,0,808,0,1691,3,1,1,1,308,0,0,242,0,0,0,0,86,60,11.7519423654407,8.51719319141624,0,2,2,218,"1"
60,0,1293,0,1301,2,1,1,2,572,216,121,0,0,0,0,0,0,0,12.1428665696264,8.88183630500415,1,2,2,0,"0"
79,0,939,0,1797,3,1,0,2,639,144,53,0,0,0,0,0,1,1,12.2713921116508,9.13183814382123,0,2.5,4,0,"1"
60,0,784,0,784,2,1,0,2,360,0,0,91,0,0,0,0,81,59,11.2384886192685,9.10497985631836,0,1,2,0,"0"
43,16,1232,0,1269,2,1,1,2,430,146,20,0,0,144,0,0,6,5,12.1652506510099,8.06526520889773,0,2,3,24,"0"
58,0,658,0,1184,5,1,0,0,0,0,151,0,0,0,0,0,96,10,11.3022044336546,9.03717675296699,0,1,2,0,"1"
72,255,410,0,1125,3,1,1,1,352,296,0,0,0,0,0,0,33,33,11.7360690162844,8.88183630500415,1,1,2,631,"0"
93,125,1468,0,1479,3,1,0,2,577,120,25,0,0,0,0,0,9,8,12.1600287070288,9.1465482388884,0,2,2,0,"0"
96,272,402,0,2332,3,1,1,3,846,196,134,0,0,0,0,0,1,0,12.9621946252515,9.43140175708607,1,2.5,5,1280,"1"
50,0,229,0,1367,4,1,0,1,384,0,130,112,0,0,0,0,108,58,11.6868787720937,9.03658204584272,1,1,2,632,"1"
71,0,114,0,1961,3,1,1,2,560,125,192,0,0,0,0,0,8,7,12.2783933071098,9.40992866366886,1,2.5,3,690,"1"
60,0,735,0,1034,2,1,0,1,240,0,39,0,0,0,0,0,67,57,11.5991031612113,9.22365138603585,0,1,2,0,"1"
68,0,405,0,1144,3,1,0,1,596,44,0,0,0,0,0,0,54,54,11.7675676833438,9.16649297219591,1,1,2,739,"0"
60,0,117,0,894,2,1,0,2,600,215,0,0,0,0,0,0,37,37,11.7199396343546,8.88183630500415,0,1,3,777,"0"
69,288,324,0,1812,4,1,1,1,264,0,168,0,0,0,0,0,45,45,12.0406082058026,8.93458687038968,0,2,3,540,"1"
60,0,961,0,1077,2,1,0,1,338,0,0,0,0,0,0,0,87,57,11.1124478983731,9.10130645095205,0,1,3,0,"0"
65,100,280,0,1550,2,1,0,2,438,0,168,0,0,0,0,0,3,2,12.3925522124728,9.00270100719794,1,2,4,812,"1"
38,0,474,0,1288,1,1,2,2,500,120,30,0,0,224,0,0,12,12,12.4110522262167,9.61333576618342,1,1.5,2,786,"0"
65,0,1286,0,1310,3,1,1,2,400,0,0,0,0,0,0,0,1,1,12.0136401449855,9.07874995158859,0,2,2,24,"0"
60,0,672,0,672,2,1,0,1,240,168,0,0,0,0,0,0,68,11,11.5898865061064,9.23014299927236,0,1,1,0,"0"
93,650,1141,0,2263,4,1,1,2,420,144,123,0,0,0,0,0,8,8,12.4607148639038,9.40013394360884,0,2.5,5,0,"1"
51,0,1064,473,1639,3,1,0,1,240,0,0,0,0,0,0,0,72,58,11.6526874073454,9.25722395787503,0,1,2,0,"0"
63,0,840,0,1680,4,1,0,1,308,0,0,160,0,0,0,0,93,32,12.083905011556,9.65348654705203,0,2,3,0,"1"
109,350,1063,0,2172,3,1,1,3,947,192,62,0,0,0,0,0,1,1,12.5425448821514,9.55775254863573,0,2.5,5,0,"1"
85,100,245,0,2078,3,1,1,3,836,0,102,0,0,0,0,0,1,0,12.7359653320134,9.28730141311231,1,2.5,4,789,"1"
68,0,1276,0,1276,3,1,0,1,350,0,0,0,0,0,0,0,51,51,11.0020998412042,9.16649297219591,0,1,1,0,"0"
100,0,0,0,1056,3,1,0,2,572,264,0,0,0,0,0,0,51,51,11.8844890214027,10.453053004618,1,1,1,1056,"0"
56,0,1008,0,1028,2,1,1,2,360,0,0,130,0,0,0,0,83,60,11.6526874073454,9.10052550596898,0,1,2,0,"0"
59,0,499,0,2097,3,1,1,3,678,196,187,0,0,0,0,0,15,15,12.3371009079366,9.32616593748177,0.5,2.5,5,581,"1"
73,0,1316,0,1340,3,1,0,2,396,100,30,0,0,0,0,0,0,0,12.1069923678295,9.09369418985686,0,2,2,24,"0"
74,203,463,0,1400,3,1,1,2,440,0,0,0,0,0,0,0,28,28,11.9150516718129,8.96750418731624,0,1.5,2,209,"1"
86,0,242,0,2624,4,1,1,3,864,0,0,0,0,0,0,0,89,57,12.3842188309136,10.0177086966262,1,2.5,5,1128,"1"
60,0,444,0,1134,3,1,0,1,240,0,0,0,0,0,0,0,67,57,11.7440371859336,9.00699944795815,1,1.5,3,312,"1"
65,0,281,0,1056,3,1,1,1,304,0,85,184,0,0,0,0,42,42,11.8635823365834,9.04192172035122,1,1,2,775,"0"
78,200,35,0,1344,2,2,0,4,784,0,0,0,0,0,0,0,11,10,12.2370866990593,8.86220033048729,2,2,4,1309,"0"
100,0,988,0,988,2,1,0,2,520,0,0,0,0,0,0,0,54,54,11.6351430976945,9.98736903651683,0,1,1,0,"0"
80,473,484,0,2630,4,1,1,3,696,0,66,0,0,0,0,0,10,10,12.6603279178078,9.12695876303713,1,2.5,3,986,"1"
72,74,580,0,1196,2,1,1,1,297,0,44,0,0,0,0,0,52,52,11.8422292121128,9.10497985631836,1,1,3,616,"0"
60,0,651,0,1389,3,1,2,1,240,0,0,126,0,0,0,0,63,17,11.8130300574206,8.12503909736775,0,1.5,2,0,"1"
77,0,619,0,907,3,1,0,1,352,0,0,0,0,0,0,0,51,51,11.5991765530135,9.05870319731322,0,1,1,288,"0"
64,108,544,0,1208,2,1,0,2,628,105,54,0,0,0,0,0,0,0,12.1828040185908,8.81907398326783,1,2,3,664,"0"
130,0,387,0,1412,3,1,1,2,576,0,0,169,0,0,0,0,21,21,12.0725412529057,9.34635617589363,1,2,2,1005,"0"
21,232,96,0,987,2,1,0,1,264,0,0,0,0,0,0,0,37,37,11.3551013797767,7.4265490723973,0,1.5,1,387,"1"
60,0,901,0,1198,4,1,0,0,0,0,98,0,0,0,0,0,88,10,11.2885311317544,8.62801874650512,0,1,2,0,"1"
24,376,294,0,1365,2,1,0,2,440,240,36,0,0,0,0,0,36,36,11.7158663089669,7.56008046502183,1,1.5,3,471,"1"
100,0,926,0,1604,3,1,1,2,470,0,36,0,0,0,0,0,11,10,12.106252310248,9.29090601981575,0,2.5,3,0,"1"
21,0,135,0,630,1,1,0,0,0,88,0,0,0,0,0,0,36,36,11.3022044336546,7.54433210805369,1,1,1,495,"0"
43,0,70,0,1661,3,1,1,2,550,158,61,0,0,0,0,0,13,13,12.2643415536542,9.27491014262548,1,2.5,2,729,"1"
40,0,648,0,1118,2,1,0,2,440,0,0,0,0,0,0,0,86,56,11.6613454700885,8.38935981990635,0,1,3,0,"1"
50,0,884,0,904,2,1,0,1,180,0,0,105,0,0,0,0,83,5,11.6868787720937,8.69951474821019,0,1,1,0,"0"
40,0,75,0,694,2,1,1,1,352,0,0,34,0,0,0,0,94,5,11.4114462960204,8.36170828857584,0,1,1,365,"0"
67,0,684,0,1196,3,1,0,2,528,0,46,0,0,0,0,800,89,9,11.6082356447746,9.42173517625584,0,1,3,0,"1"
105,200,788,0,2402,2,1,2,3,672,0,72,0,0,170,0,0,1,1,13.2267233927286,9.64413375207121,1,2,7,2306,"0"
92,270,1307,0,1440,4,2,0,0,0,0,0,0,0,0,0,0,53,53,11.6784399034478,9.40162167014161,0,2,2,133,"0"
52,0,1078,0,1573,3,1,1,2,360,0,0,0,0,0,0,0,78,16,12.0008917945901,8.73873546136347,0,2,4,0,"1"
53,72,1258,0,1258,2,1,1,3,648,144,16,0,0,0,0,0,1,0,12.0581525154536,8.27435700675629,0,2,3,0,"0"
70,0,273,0,1908,4,1,1,2,493,144,133,0,0,0,0,0,14,13,12.2548628096996,9.07680897935166,1,2.5,3,642,"1"
73,0,1436,0,1689,3,1,1,2,480,0,0,0,0,0,0,0,53,53,11.7558716435806,9.19573421958682,0,1,3,0,"0"
137,0,557,0,1888,2,1,1,2,578,0,0,0,0,0,0,0,44,8,12.1547793511426,9.71063069382679,0,2.5,3,960,"0"
50,0,780,0,1376,3,1,1,1,198,0,0,0,0,0,0,0,69,56,11.6910716503537,9.0595174822416,0,2,3,0,"1"
50,0,318,0,1183,2,1,0,1,308,0,176,0,0,0,0,0,59,5,11.6952470217642,8.69951474821019,0,1.5,3,331,"1"
70,0,813,0,813,2,1,0,1,270,0,113,0,0,0,0,0,76,1,11.6082356447746,8.64541048921699,0,1,2,0,"0"
62,0,878,0,1533,2,1,2,2,576,200,54,0,0,0,0,0,31,31,12.5425448821514,11.167063280452,1,2,2,655,"0"
75,0,768,0,1590,3,1,0,2,676,0,30,0,0,0,0,0,1,1,12.2548628096996,9.10497985631836,0,2.5,2,0,"1"
63,0,122,0,1728,4,2,0,2,560,0,0,0,0,0,0,0,30,30,12.1441972418121,9.13744704645586,2,2,2,1606,"0"
80,320,326,0,1242,3,1,1,2,528,0,0,0,0,0,0,0,34,34,12.0753943218881,9.16951837745593,0,1.5,2,916,"0"
34,0,624,0,1344,4,1,0,3,513,0,0,96,0,0,0,0,92,58,11.4927227576527,8.42748727833174,0,1,2,0,"1"
75,110,288,0,1935,3,1,0,2,552,0,150,0,0,0,0,0,0,0,12.4815619372163,8.98769669570362,1,2.5,4,544,"1"
60,0,0,0,1135,3,1,0,2,576,256,0,0,0,0,0,0,73,2,11.9511803959014,8.88183630500415,1,1,2,560,"1"
60,0,0,0,864,3,1,1,1,360,0,0,236,0,0,0,0,44,44,11.0410480813427,9.0217190130337,0,1,1,864,"0"
74,0,389,0,1660,3,1,1,1,240,0,0,0,0,0,0,0,74,13,12.1479137313566,9.39166142843655,0,1.5,2,326,"1"
60,136,424,0,1040,3,1,0,0,0,0,0,0,0,0,0,0,31,31,11.7280368445872,9.0395520509959,0,2,1,616,"0"
85,0,499,0,1277,2,1,1,2,526,0,0,0,0,176,0,0,37,37,12.0257490913989,9.2712473068797,1,1,2,778,"0"
79,224,342,0,1644,3,1,2,1,312,168,0,0,0,0,0,0,65,12,11.8947807074393,9.15693959524907,0,1.5,3,386,"1"
98,248,1626,0,1634,3,1,1,3,866,0,44,0,0,0,0,0,1,1,12.4292161968444,9.34382176335066,0,2,3,0,"0"
76,120,406,0,1710,3,1,0,2,506,144,70,0,0,0,0,0,15,15,12.1388638958367,9.13680146864131,0,2.5,3,426,"1"
92,0,808,0,1969,3,1,1,2,534,0,0,0,0,276,0,0,30,30,12.1547793511426,9.3886539073726,0,2.5,4,0,"1"
35,80,88,0,1072,2,1,0,2,525,0,28,0,0,0,0,0,3,3,11.9049675527463,8.20930841164694,1,1,2,459,"0"
110,304,626,0,1976,2,1,1,3,908,250,63,0,0,0,0,0,1,0,12.9945300058944,9.6142709699924,1,2,4,1350,"0"
41,0,298,0,1652,2,1,0,2,499,96,48,0,0,0,0,0,7,7,12.4332082181139,8.58110651715989,1,2,3,1196,"0"
80,0,340,0,970,2,1,0,2,624,0,24,0,0,192,0,0,44,44,11.7943379244084,9.04546572878595,1,1,2,630,"0"
75,215,484,0,1493,3,1,1,2,508,140,39,0,0,0,0,0,11,10,12.2496109475447,9.48227408745982,1,2,3,994,"0"
105,772,2153,0,2643,3,1,1,3,694,414,84,0,0,0,0,0,1,1,12.8479265317026,9.52464003233223,0,2.5,5,0,"1"
79,336,417,0,1718,3,1,1,3,826,208,44,0,0,0,0,0,2,1,12.6014874177848,9.27209376825166,1,2,3,1288,"0"
50,435,739,0,1131,2,1,0,2,672,0,72,0,0,0,0,0,70,7,11.40166982941,8.68693596600333,0,1,4,168,"0"
98,378,572,0,1850,3,1,1,3,772,519,112,0,0,0,0,0,2,1,12.6946526603488,9.68240437718884,1,2,4,1261,"0"
72,562,225,0,1792,2,1,1,3,874,206,49,0,0,0,0,0,3,2,12.8320110763967,9.37974553683691,1,2,3,1567,"0"
50,0,611,0,1826,4,1,1,1,164,0,0,0,0,0,0,0,94,4,11.9511803959014,7.82404601085629,1,1.5,2,299,"1"
32,116,319,0,1216,2,1,0,2,402,0,125,0,0,0,0,0,8,8,12.0076217068063,8.41183267575841,1,2,2,897,"0"
80,0,506,0,1113,3,1,1,1,264,0,80,120,0,0,0,0,59,2,11.8981878657609,9.16951837745593,0,1,1,607,"0"
79,168,237,0,1073,3,1,0,2,515,0,0,0,0,0,0,0,42,42,11.9576112862317,9.23883064237581,1,1.5,2,836,"0"
70,0,486,0,1484,3,1,1,2,487,224,0,0,0,180,0,0,36,36,12.0725412529057,9.41270962407392,0,2,3,998,"0"
